,bath,balcony,price
6360,4.0,0.0,88.0
6361,3.0,1.0,115.0
6362,2.0,1.0,58.0
6363,2.0,2.0,51.5
6364,3.0,2.0,125.0
6365,2.0,1.0,24.0
6366,2.0,2.0,50.0
6367,4.0,2.0,180.0
6368,1.0,1.0,26.9
6369,2.0,1.0,27.0
6370,2.0,2.0,50.0
6371,2.0,2.0,56.0
6372,3.0,1.0,121.0
6373,1.0,1.0,51.0
6374,3.0,3.0,58.0
6375,2.0,2.0,49.0
6376,3.0,2.0,64.0
6377,1.0,0.0,69.0
6378,2.0,2.0,35.0
6379,2.0,2.0,33.92
6380,4.0,1.0,260.0
6381,3.0,2.0,38.0
6382,3.0,0.0,75.0
6383,3.0,3.0,47.57
6384,2.0,1.0,59.0
6385,2.0,1.0,53.76
6386,2.0,0.0,34.555
6387,3.0,3.0,99.0
6388,3.0,,95.0
6389,2.0,2.0,58.0
6390,1.0,0.0,48.0
6391,2.0,1.0,45.87
6392,1.0,0.0,75.0
6393,4.0,1.0,600.0
6394,2.0,1.0,90.0
6395,2.0,3.0,88.0
6396,2.0,1.0,30.88
6397,3.0,3.0,80.0
6398,2.0,2.0,87.0
6399,2.0,2.0,25.0
6400,2.0,3.0,43.0
6401,3.0,1.0,87.0
6402,2.0,2.0,73.0
6403,2.0,1.0,70.0
6404,2.0,2.0,39.99
6405,2.0,2.0,42.0
6406,5.0,,310.0
6407,2.0,3.0,65.0
6408,3.0,1.0,51.0
6409,2.0,1.0,35.5
6410,2.0,2.0,28.0
6411,2.0,1.0,78.65
6412,2.0,2.0,68.0
6413,3.0,3.0,85.0
6414,3.0,2.0,101.0
6415,3.0,1.0,36.6
6416,2.0,1.0,54.0
6417,2.0,1.0,70.0
6418,2.0,1.0,41.0
6419,4.0,2.0,185.0
6420,2.0,2.0,65.0
6421,3.0,2.0,2250.0
6422,6.0,1.0,400.0
6423,,,26.73
6424,2.0,2.0,59.2
6425,3.0,2.0,153.0
6426,5.0,1.0,210.0
6427,5.0,1.0,250.0
6428,2.0,1.0,45.0
6429,2.0,2.0,65.0
6430,2.0,1.0,53.55
6431,2.0,1.0,77.0
6432,3.0,2.0,90.0
6433,2.0,0.0,52.0
6434,2.0,1.0,36.0
6435,2.0,1.0,35.27
6436,3.0,,65.0
6437,3.0,,225.0
6438,2.0,3.0,65.0
6439,2.0,2.0,106.0
6440,3.0,2.0,99.0
6441,2.0,1.0,68.0
6442,2.0,1.0,60.0
6443,3.0,1.0,68.4
6444,1.0,0.0,77.5
6445,2.0,1.0,48.0
6446,2.0,1.0,145.0
6447,2.0,1.0,36.0
6448,2.0,0.0,36.5
6449,2.0,1.0,82.62
6450,2.0,0.0,75.0
6451,10.0,,190.0
6452,2.0,1.0,45.0
6453,3.0,3.0,369.0
6454,2.0,1.0,62.0
6455,3.0,1.0,113.0
6456,3.0,2.0,131.0
6457,4.0,2.0,1000.0
6458,4.0,2.0,90.0
6459,2.0,1.0,67.32
6460,2.0,1.0,42.0
6461,2.0,1.0,46.5
6462,2.0,1.0,34.0
6463,2.0,1.0,36.0
6464,2.0,2.0,55.0
6465,3.0,3.0,131.0
6466,1.0,1.0,40.0
6467,2.0,1.0,37.0
6468,2.0,2.0,100.0
6469,3.0,2.0,75.17
6470,4.0,1.0,450.0
6471,2.0,2.0,48.0
6472,2.0,1.0,46.0
6473,3.0,2.0,220.0
6474,3.0,1.0,110.0
6475,2.0,2.0,40.44
6476,3.0,1.0,108.0
6477,2.0,1.0,60.0
6478,1.0,1.0,27.0
6479,2.0,1.0,42.0
6480,2.0,2.0,60.0
6481,,,30.215
6482,4.0,2.0,135.0
6483,2.0,1.0,59.0
6484,2.0,1.0,156.0
6485,3.0,3.0,135.0
6486,4.0,1.0,150.0
6487,2.0,0.0,52.5
6488,4.0,1.0,310.0
6489,2.0,1.0,69.0
6490,2.0,2.0,87.0
6491,2.0,2.0,75.0
6492,2.0,1.0,57.0
6493,2.0,2.0,65.0
6494,2.0,2.0,51.5
6495,2.0,1.0,38.49
6496,3.0,2.0,58.0
6497,2.0,1.0,46.76
6498,2.0,1.0,55.0
6499,2.0,1.0,34.82
6500,1.0,1.0,44.0
6501,2.0,1.0,42.0
6502,2.0,2.0,125.0
6503,2.0,2.0,90.63
6504,3.0,3.0,148.0
6505,6.0,,270.0
6506,2.0,,130.0
6507,3.0,2.0,120.0
6508,2.0,,104.0
6509,2.0,2.0,116.0
6510,3.0,2.0,80.0
6511,1.0,1.0,38.0
6512,2.0,1.0,64.0
6513,3.0,1.0,89.0
6514,2.0,1.0,69.0
6515,2.0,1.0,56.13
6516,3.0,1.0,93.15
6517,2.0,2.0,57.5
6518,3.0,2.0,29.0
6519,2.0,3.0,62.0
6520,2.0,1.0,50.0
6521,2.0,1.0,35.0
6522,3.0,0.0,71.89
6523,3.0,2.0,90.0
6524,2.0,2.0,130.0
6525,1.0,1.0,16.45
6526,3.0,2.0,44.0
6527,3.0,2.0,82.0
6528,3.0,2.0,129.0
6529,2.0,1.0,46.5
6530,2.0,1.0,45.0
6531,4.0,,280.0
6532,6.0,1.0,125.0
6533,6.0,2.0,300.0
6534,3.0,3.0,125.0
6535,2.0,2.0,80.0
6536,2.0,1.0,63.0
6537,3.0,3.0,88.0
6538,10.0,3.0,185.0
6539,5.0,,195.0
6540,5.0,2.0,250.0
6541,2.0,0.0,45.0
6542,2.0,2.0,100.0
6543,3.0,2.0,150.0
6544,3.0,2.0,130.0
6545,3.0,,140.0
6546,2.0,3.0,43.94
6547,3.0,2.0,72.54
6548,2.0,0.0,48.0
6549,1.0,1.0,306.0
6550,4.0,2.0,145.0
6551,2.0,2.0,59.0
6552,6.0,2.0,550.0
6553,3.0,3.0,73.5
6554,2.0,1.0,75.0
6555,4.0,3.0,192.0
6556,2.0,2.0,59.0
6557,3.0,2.0,85.0
6558,2.0,1.0,165.0
6559,4.0,1.0,130.0
6560,2.0,2.0,46.0
6561,3.0,1.0,220.0
6562,2.0,1.0,152.0
6563,3.0,3.0,108.0
6564,3.0,2.0,65.0
6565,3.0,0.0,72.0
6566,3.0,2.0,165.0
6567,3.0,2.0,400.0
6568,3.0,3.0,85.0
6569,2.0,0.0,55.0
6570,2.0,1.0,48.0
6571,2.0,2.0,85.0
6572,2.0,1.0,44.0
6573,2.0,1.0,33.0
6574,3.0,3.0,140.0
6575,2.0,1.0,45.0
6576,2.0,1.0,49.35
6577,3.0,2.0,155.0
6578,3.0,1.0,110.0
6579,2.0,1.0,38.33
6580,2.0,1.0,38.13
6581,2.0,0.0,40.72
6582,2.0,1.0,61.0
6583,3.0,2.0,85.4
6584,2.0,1.0,41.0
6585,3.0,0.0,83.0
6586,1.0,0.0,16.9
6587,1.0,0.0,40.7
6588,2.0,1.0,70.93
6589,2.0,2.0,58.4
6590,3.0,3.0,120.0
6591,2.0,2.0,43.0
6592,4.0,2.0,211.0
6593,3.0,2.0,195.0
6594,2.0,2.0,40.0
6595,3.0,3.0,200.0
6596,2.0,2.0,75.0
6597,2.0,3.0,93.0
6598,3.0,0.0,135.0
6599,3.0,2.0,98.0
6600,8.0,3.0,95.0
6601,3.0,3.0,74.0
6602,3.0,2.0,150.0
6603,2.0,0.0,115.0
6604,3.0,1.0,140.0
6605,1.0,1.0,32.0
6606,7.0,3.0,95.0
6607,9.0,,170.0
6608,2.0,1.0,30.0
6609,2.0,1.0,115.0
6610,5.0,3.0,410.0
6611,6.0,1.0,525.0
6612,2.0,1.0,37.0
6613,2.0,2.0,48.53
6614,2.0,1.0,37.0
6615,2.0,1.0,91.0
6616,2.0,2.0,80.0
6617,2.0,2.0,75.0
6618,3.0,,85.0
6619,3.0,1.0,59.0
6620,3.0,3.0,82.0
6621,6.0,2.0,138.0
6622,3.0,3.0,68.0
6623,2.0,2.0,26.0
6624,3.0,3.0,120.0
6625,3.0,2.0,145.0
6626,3.0,1.0,146.0
6627,2.0,2.0,60.0
6628,4.0,2.0,150.0
6629,2.0,1.0,50.0
6630,3.0,2.0,75.0
6631,2.0,2.0,80.0
6632,2.0,2.0,58.0
6633,5.0,2.0,110.0
6634,1.0,1.0,16.0
6635,3.0,1.0,44.0
6636,,,25.49
6637,2.0,1.0,35.07
6638,3.0,1.0,56.0
6639,2.0,1.0,45.0
6640,3.0,3.0,69.0
6641,2.0,3.0,75.0
6642,2.0,2.0,65.0
6643,5.0,0.0,157.5
6644,2.0,3.0,82.0
6645,2.0,2.0,62.38
6646,2.0,2.0,42.0
6647,3.0,2.0,65.0
6648,3.0,1.0,114.0
6649,2.0,1.0,86.26
6650,3.0,2.0,325.0
6651,2.0,2.0,69.75
6652,2.0,1.0,45.0
6653,2.0,2.0,52.0
6654,2.0,0.0,42.0
6655,1.0,1.0,45.0
6656,4.0,1.0,85.0
6657,3.0,3.0,120.0
6658,2.0,2.0,79.55
6659,5.0,2.0,350.0
6660,2.0,2.0,40.0
6661,2.0,2.0,39.5
6662,5.0,3.0,233.0
6663,4.0,1.0,100.0
6664,3.0,2.0,150.0
6665,2.0,2.0,66.5
6666,2.0,2.0,72.0
6667,2.0,2.0,300.0
6668,2.0,2.0,49.6
6669,3.0,2.0,79.0
6670,3.0,2.0,111.0
6671,4.0,,550.0
6672,2.0,3.0,64.5
6673,2.0,2.0,50.0
6674,4.0,2.0,86.0
6675,6.0,3.0,500.0
6676,2.0,2.0,80.0
6677,3.0,2.0,128.0
6678,2.0,2.0,75.0
6679,2.0,2.0,47.0
6680,2.0,2.0,65.0
6681,2.0,2.0,45.56
6682,1.0,0.0,28.57
6683,2.0,2.0,90.0
6684,2.0,2.0,27.68
6685,2.0,2.0,36.0
6686,2.0,2.0,190.0
6687,3.0,2.0,45.0
6688,2.0,2.0,64.98
6689,3.0,2.0,56.0
6690,2.0,1.0,33.0
6691,1.0,1.0,21.0
6692,5.0,2.0,230.0
6693,2.0,1.0,170.0
6694,2.0,2.0,42.0
6695,3.0,3.0,350.0
6696,3.0,3.0,180.0
6697,2.0,3.0,58.0
6698,1.0,1.0,38.0
6699,2.0,1.0,74.0
6700,4.0,1.0,150.0
6701,2.0,2.0,70.0
6702,2.0,1.0,75.0
6703,2.0,2.0,58.0
6704,2.0,0.0,53.35
6705,2.0,3.0,48.0
6706,10.0,0.0,155.0
6707,2.0,2.0,56.0
6708,2.0,1.0,50.8
6709,3.0,2.0,57.0
6710,2.0,2.0,50.0
6711,3.0,3.0,95.0
6712,2.0,1.0,80.0
6713,7.0,0.0,125.0
6714,1.0,1.0,25.0
6715,3.0,3.0,53.0
6716,1.0,2.0,60.0
6717,2.0,0.0,23.0
6718,2.0,3.0,85.0
6719,,,28.545
6720,2.0,0.0,40.2
6721,2.0,1.0,75.0
6722,3.0,2.0,80.0
6723,3.0,1.0,123.0
6724,2.0,2.0,42.7
6725,2.0,1.0,60.0
6726,2.0,1.0,22.0
6727,6.0,0.0,310.0
6728,3.0,2.0,70.0
6729,5.0,3.0,198.0
6730,2.0,1.0,60.0
6731,2.0,2.0,44.24
6732,2.0,0.0,85.0
6733,2.0,2.0,35.0
6734,3.0,2.0,110.0
6735,3.0,1.0,135.0
6736,2.0,2.0,140.0
6737,2.0,1.0,33.84
6738,2.0,2.0,90.0
6739,2.0,1.0,34.65
6740,1.0,1.0,62.0
6741,4.0,0.0,350.0
6742,2.0,1.0,50.0
6743,2.0,1.0,100.0
6744,3.0,2.0,60.0
6745,3.0,2.0,75.0
6746,2.0,2.0,45.0
6747,2.0,1.0,58.86
6748,2.0,2.0,44.0
6749,2.0,2.0,47.0
6750,3.0,1.0,75.0
6751,3.0,3.0,120.0
6752,3.0,2.0,138.0
6753,2.0,1.0,87.0
6754,3.0,1.0,184.0
6755,2.0,1.0,24.86
6756,4.0,,130.0
6757,2.0,1.0,79.0
6758,4.0,2.0,140.0
6759,2.0,2.0,67.0
6760,7.0,1.0,125.0
6761,2.0,2.0,34.82
6762,3.0,2.0,177.0
6763,7.0,,460.0
6764,6.0,2.0,78.0
6765,2.0,2.0,40.55
6766,2.0,1.0,41.51
6767,1.0,0.0,85.0
6768,2.0,2.0,115.0
6769,3.0,0.0,72.02
6770,2.0,1.0,99.26
6771,4.0,2.0,190.0
6772,2.0,2.0,65.0
6773,2.0,1.0,44.0
6774,3.0,3.0,79.8
6775,3.0,,130.0
6776,4.0,2.0,270.0
6777,3.0,2.0,47.25
6778,,,341.0
6779,2.0,2.0,79.0
6780,2.0,1.0,29.47
6781,4.0,2.0,1100.0
6782,3.0,3.0,125.0
6783,2.0,0.0,43.0
6784,4.0,1.0,90.0
6785,3.0,2.0,68.0
6786,3.0,2.0,139.0
6787,1.0,1.0,19.5
6788,2.0,3.0,65.0
6789,4.0,2.0,132.0
6790,4.0,0.0,99.0
6791,4.0,1.0,370.0
6792,2.0,2.0,59.76
6793,2.0,3.0,68.0
6794,3.0,2.0,60.0
6795,2.0,3.0,64.5
6796,2.0,2.0,55.0
6797,2.0,1.0,50.79
6798,2.0,2.0,47.25
6799,2.0,2.0,68.5
6800,2.0,3.0,35.0
6801,2.0,2.0,43.0
6802,2.0,1.0,96.51
6803,2.0,3.0,43.79
6804,2.0,1.0,57.0
6805,2.0,1.0,53.0
6806,2.0,3.0,58.0
6807,2.0,1.0,48.0
6808,1.0,1.0,60.0
6809,2.0,2.0,100.0
6810,2.0,2.0,40.0
6811,2.0,3.0,75.0
6812,1.0,1.0,30.0
6813,9.0,,90.0
6814,3.0,2.0,128.0
6815,4.0,2.0,200.0
6816,3.0,2.0,145.0
6817,3.0,1.0,60.0
6818,6.0,3.0,100.0
6819,2.0,1.0,32.49
6820,3.0,3.0,154.0
6821,3.0,2.0,112.0
6822,2.0,0.0,90.0
6823,3.0,3.0,101.0
6824,2.0,1.0,50.0
6825,2.0,2.0,67.0
6826,2.0,0.0,69.0
6827,3.0,2.0,90.0
6828,4.0,1.0,275.0
6829,3.0,2.0,64.0
6830,3.0,3.0,60.0
6831,5.0,2.0,550.0
6832,2.0,0.0,50.855
6833,2.0,2.0,40.0
6834,2.0,1.0,160.0
6835,2.0,1.0,80.0
6836,6.0,2.0,142.0
6837,2.0,2.0,39.0
6838,8.0,3.0,1700.0
6839,3.0,2.0,56.0
6840,2.0,2.0,27.0
6841,2.0,1.0,40.0
6842,3.0,1.0,180.0
6843,5.0,2.0,140.0
6844,3.0,3.0,86.5
6845,2.0,1.0,65.0
6846,3.0,3.0,110.0
6847,3.0,3.0,95.0
6848,2.0,1.0,58.0
6849,2.0,2.0,60.0
6850,3.0,2.0,65.0
6851,3.0,2.0,98.0
6852,2.0,2.0,45.6
6853,2.0,3.0,63.0
6854,5.0,2.0,280.0
6855,2.0,2.0,46.9
6856,2.0,0.0,75.0
6857,1.0,1.0,43.82
6858,3.0,2.0,105.0
6859,2.0,2.0,85.0
6860,3.0,2.0,183.0
6861,2.0,2.0,44.8
6862,5.0,2.0,145.0
6863,2.0,2.0,135.0
6864,3.0,3.0,72.0
6865,2.0,2.0,53.0
6866,2.0,2.0,62.0
6867,2.0,0.0,65.0
6868,8.0,1.0,135.0
6869,4.0,,325.0
6870,2.0,1.0,100.0
6871,2.0,1.0,32.63
6872,2.0,2.0,75.0
6873,,,152.0
6874,4.0,3.0,175.0
6875,2.0,1.0,43.32
6876,3.0,3.0,125.0
6877,2.0,1.0,31.48
6878,2.0,1.0,39.95
6879,1.0,1.0,57.0
6880,2.0,1.0,60.0
6881,2.0,1.0,48.0
6882,2.0,2.0,32.0
6883,2.0,1.0,68.1
6884,3.0,1.0,75.48
6885,3.0,2.0,125.0
6886,2.0,1.0,60.0
6887,3.0,2.0,116.0
6888,2.0,1.0,78.0
6889,2.0,2.0,40.22
6890,2.0,2.0,45.0
6891,2.0,0.0,55.0
6892,3.0,1.0,90.0
6893,4.0,1.0,99.0
6894,2.0,0.0,42.5
6895,2.0,1.0,38.19
6896,2.0,1.0,100.0
6897,3.0,1.0,149.0
6898,2.0,2.0,57.0
6899,3.0,0.0,72.0
6900,2.0,2.0,45.0
6901,2.0,2.0,60.0
6902,3.0,3.0,68.0
6903,1.0,1.0,17.0
6904,3.0,2.0,65.0
6905,3.0,2.0,55.0
6906,2.0,1.0,76.0
6907,1.0,1.0,54.0
6908,2.0,1.0,25.0
6909,4.0,1.0,104.0
6910,2.0,2.0,55.44
6911,2.0,1.0,73.0
6912,2.0,2.0,43.13
6913,2.0,1.0,45.2
6914,2.0,2.0,71.5
6915,2.0,2.0,38.0
6916,1.0,,90.0
6917,2.0,2.0,59.52
6918,4.0,2.0,125.0
6919,2.0,2.0,50.0
6920,2.0,1.0,120.0
6921,3.0,2.0,110.0
6922,2.0,1.0,53.33
6923,4.0,,158.0
6924,2.0,0.0,46.0
6925,2.0,1.0,49.5
6926,3.0,1.0,200.0
6927,3.0,2.0,100.0
6928,2.0,2.0,82.0
6929,3.0,3.0,337.0
6930,2.0,2.0,76.0
6931,3.0,1.0,175.0
6932,2.0,1.0,56.0
6933,2.0,2.0,50.19
6934,2.0,1.0,53.9
6935,4.0,2.0,150.0
6936,3.0,2.0,150.0
6937,12.0,,675.0
6938,5.0,2.0,125.0
6939,3.0,2.0,98.0
6940,2.0,2.0,105.0
6941,2.0,0.0,42.0
6942,2.0,1.0,65.0
6943,2.0,2.0,43.0
6944,4.0,3.0,95.0
6945,2.0,2.0,72.0
6946,2.0,1.0,68.62
6947,3.0,3.0,75.0
6948,2.0,2.0,38.15
6949,2.0,1.0,74.0
6950,2.0,2.0,28.0
6951,5.0,0.0,180.0
6952,1.0,1.0,27.0
6953,3.0,1.0,109.0
6954,2.0,1.0,41.0
6955,2.0,1.0,65.0
6956,5.0,0.0,110.0
6957,3.0,1.0,118.0
6958,2.0,2.0,77.27
6959,3.0,1.0,110.0
6960,2.0,1.0,54.99
6961,3.0,3.0,82.0
6962,2.0,2.0,51.48
6963,2.0,1.0,54.0
6964,1.0,1.0,21.0
6965,2.0,2.0,36.54
6966,2.0,1.0,77.5
6967,2.0,1.0,100.0
6968,2.0,1.0,70.0
6969,6.0,3.0,220.0
6970,2.0,2.0,43.0
6971,,,61.28
6972,4.0,2.0,235.0
6973,2.0,1.0,95.0
6974,3.0,3.0,85.61
6975,2.0,2.0,98.0
6976,1.0,1.0,16.45
6977,2.0,1.0,57.0
6978,2.0,1.0,67.0
6979,2.0,1.0,32.92
6980,2.0,2.0,50.0
6981,5.0,2.0,200.0
6982,3.0,1.0,190.0
6983,4.0,2.0,160.0
6984,3.0,2.0,170.0
6985,4.0,2.0,115.0
6986,2.0,3.0,39.0
6987,2.0,0.0,25.29
6988,3.0,3.0,95.0
6989,3.0,2.0,80.0
6990,1.0,1.0,27.5
6991,3.0,3.0,82.0
6992,3.0,2.0,105.0
6993,2.0,1.0,66.0
6994,2.0,1.0,55.0
6995,2.0,2.0,70.0
6996,4.0,2.0,165.0
6997,5.0,1.0,129.0
6998,2.0,1.0,55.0
6999,2.0,1.0,51.0
7000,2.0,2.0,40.6
7001,6.0,2.0,290.0
7002,2.0,2.0,62.5
7003,5.0,0.0,80.0
7004,2.0,3.0,50.19
7005,2.0,1.0,145.0
7006,2.0,1.0,55.0
7007,3.0,2.0,99.0
7008,1.0,1.0,285.0
7009,2.0,2.0,55.0
7010,2.0,0.0,75.0
7011,2.0,1.0,165.0
7012,2.0,2.0,43.0
7013,2.0,2.0,55.0
7014,6.0,3.0,150.0
7015,3.0,2.0,117.0
7016,2.0,0.0,58.0
7017,2.0,1.0,43.61
7018,6.0,2.0,175.0
7019,5.0,3.0,343.0
7020,3.0,2.0,191.0
7021,2.0,2.0,47.0
7022,3.0,2.0,650.0
7023,3.0,2.0,125.0
7024,4.0,3.0,178.0
7025,2.0,1.0,60.0
7026,3.0,0.0,350.0
7027,4.0,2.0,98.0
7028,1.0,1.0,15.0
7029,2.0,2.0,95.0
7030,3.0,2.0,104.0
7031,3.0,2.0,136.0
7032,2.0,1.0,79.0
7033,2.0,1.0,59.0
7034,3.0,3.0,80.0
7035,4.0,3.0,340.0
7036,1.0,1.0,40.0
7037,2.0,1.0,88.0
7038,2.0,0.0,69.0
7039,2.0,0.0,250.0
7040,2.0,1.0,136.0
7041,2.0,0.0,300.0
7042,2.0,1.0,50.0
7043,2.0,2.0,49.0
7044,2.0,1.0,62.0
7045,2.0,1.0,61.0
7046,2.0,2.0,35.0
7047,2.0,0.0,75.0
7048,1.0,1.0,12.5
7049,4.0,1.0,140.0
7050,2.0,1.0,95.0
7051,2.0,2.0,47.25
7052,2.0,1.0,60.0
7053,2.0,2.0,68.0
7054,2.0,2.0,70.0
7055,2.0,2.0,39.0
7056,2.0,1.0,61.26
7057,2.0,2.0,99.13
7058,2.0,1.0,60.0
7059,2.0,3.0,88.0
7060,9.0,3.0,215.0
7061,2.0,1.0,34.77
7062,2.0,2.0,63.0
7063,2.0,2.0,65.0
7064,3.0,1.0,65.0
7065,2.0,2.0,55.0
7066,2.0,2.0,39.9
7067,3.0,2.0,111.0
7068,2.0,1.0,67.0
7069,2.0,1.0,46.0
7070,2.0,1.0,25.0
7071,2.0,,70.0
7072,3.0,2.0,50.87
7073,2.0,1.0,65.0
7074,2.0,1.0,54.0
7075,1.0,0.0,55.0
7076,2.0,1.0,52.0
7077,2.0,1.0,31.0
7078,2.0,0.0,34.0
7079,3.0,2.0,150.0
7080,3.0,0.0,110.0
7081,3.0,2.0,65.0
7082,5.0,2.0,1584.0
7083,2.0,1.0,65.0
7084,2.0,2.0,80.0
7085,2.0,0.0,49.0
7086,3.0,1.0,88.0
7087,4.0,1.0,83.0
7088,1.0,3.0,500.0
7089,4.0,1.0,68.0
7090,2.0,0.0,32.0
7091,2.0,2.0,31.37
7092,2.0,1.0,42.59
7093,8.0,2.0,185.0
7094,3.0,2.0,149.0
7095,2.0,0.0,65.0
7096,2.0,2.0,45.0
7097,1.0,0.0,60.0
7098,3.0,1.0,110.0
7099,3.0,2.0,160.0
7100,2.0,1.0,25.65
7101,3.0,2.0,80.0
7102,2.0,1.0,46.76
7103,3.0,2.0,133.0
7104,8.0,0.0,220.0
7105,3.0,3.0,85.0
7106,4.0,3.0,125.0
7107,1.0,2.0,32.0
7108,3.0,,110.0
7109,2.0,1.0,54.0
7110,2.0,2.0,41.0
7111,3.0,1.0,190.0
7112,3.0,2.0,125.0
7113,3.0,3.0,220.0
7114,3.0,2.0,403.0
7115,2.0,1.0,40.6
7116,2.0,2.0,64.4
7117,3.0,2.0,56.58
7118,2.0,1.0,185.0
7119,3.0,1.0,80.0
7120,4.0,0.0,60.0
7121,8.0,,290.0
7122,1.0,1.0,150.0
7123,2.0,1.0,50.0
7124,2.0,1.0,42.0
7125,3.0,1.0,57.23
7126,2.0,2.0,72.0
7127,5.0,3.0,416.0
7128,2.0,1.0,75.0
7129,2.0,3.0,75.0
7130,2.0,0.0,40.0
7131,6.0,1.0,200.0
7132,2.0,3.0,82.0
7133,3.0,2.0,59.0
7134,2.0,2.0,65.8
7135,2.0,2.0,72.0
7136,2.0,1.0,45.0
7137,6.0,1.0,360.0
7138,2.0,0.0,130.0
7139,3.0,2.0,156.0
7140,2.0,2.0,70.0
7141,2.0,1.0,60.0
7142,3.0,,100.0
7143,2.0,1.0,78.2
7144,2.0,1.0,39.0
7145,3.0,3.0,120.0
7146,2.0,,65.0
7147,3.0,2.0,67.0
7148,2.0,1.0,90.0
7149,2.0,3.0,62.0
7150,2.0,1.0,52.0
7151,2.0,1.0,53.5
7152,4.0,3.0,130.0
7153,2.0,1.0,88.0
7154,2.0,1.0,36.0
7155,4.0,3.0,625.0
7156,2.0,1.0,50.0
7157,2.0,2.0,171.0
7158,4.0,2.0,85.0
7159,1.0,1.0,23.5
7160,2.0,2.0,42.59
7161,3.0,1.0,130.0
7162,2.0,0.0,65.0
7163,1.0,0.0,16.0
7164,2.0,2.0,52.0
7165,2.0,2.0,56.0
7166,3.0,3.0,75.0
7167,2.0,1.0,71.0
7168,2.0,0.0,75.0
7169,3.0,,75.0
7170,2.0,2.0,102.0
7171,2.0,1.0,49.8
7172,4.0,2.0,175.0
7173,2.0,2.0,37.0
7174,2.0,0.0,45.0
7175,5.0,1.0,139.0
7176,2.0,,38.0
7177,2.0,1.0,100.0
7178,4.0,1.0,145.0
7179,4.0,,550.0
7180,3.0,2.0,107.0
7181,2.0,2.0,43.6
7182,2.0,1.0,48.0
7183,2.0,1.0,49.0
7184,2.0,,65.0
7185,3.0,1.0,70.0
7186,5.0,,325.0
7187,2.0,1.0,66.0
7188,6.0,1.0,370.0
7189,4.0,,240.0
7190,3.0,2.0,165.0
7191,3.0,1.0,125.0
7192,3.0,3.0,60.0
7193,3.0,1.0,145.0
7194,2.0,1.0,37.83
7195,2.0,1.0,60.0
7196,2.0,2.0,66.5
7197,2.0,2.0,52.5
7198,3.0,2.0,80.26
7199,3.0,1.0,81.0
7200,3.0,3.0,92.0
7201,2.0,1.0,67.4
7202,6.0,1.0,252.0
7203,4.0,3.0,250.0
7204,6.0,,195.0
7205,2.0,1.0,70.65
7206,2.0,2.0,38.0
7207,4.0,0.0,138.0
7208,2.0,3.0,79.0
7209,2.0,2.0,50.0
7210,6.0,2.0,140.0
7211,2.0,1.0,47.0
7212,2.0,2.0,51.5
7213,2.0,1.0,92.0
7214,2.0,2.0,67.0
7215,5.0,,140.0
7216,2.0,1.0,53.0
7217,3.0,2.0,190.0
7218,2.0,1.0,75.0
7219,2.0,1.0,60.0
7220,3.0,1.0,93.0
7221,3.0,3.0,75.0
7222,3.0,2.0,120.0
7223,2.0,2.0,34.5
7224,3.0,2.0,51.98
7225,3.0,2.0,70.39
7226,2.0,1.0,35.0
7227,2.0,3.0,65.0
7228,2.0,2.0,56.0
7229,3.0,1.0,122.0
7230,3.0,3.0,84.0
7231,1.0,0.0,16.0
7232,2.0,2.0,60.0
7233,3.0,1.0,54.0
7234,2.0,3.0,45.0
7235,2.0,2.0,54.0
7236,2.0,1.0,41.16
7237,2.0,1.0,128.0
7238,2.0,1.0,50.0
7239,2.0,1.0,33.0
7240,2.0,0.0,190.0
7241,2.0,2.0,45.0
7242,1.0,0.0,150.0
7243,2.0,1.0,42.5
7244,4.0,1.0,140.0
7245,2.0,1.0,37.0
7246,2.0,2.0,55.5
7247,2.0,2.0,70.21
7248,2.0,3.0,46.0
7249,2.0,2.0,69.0
7250,5.0,3.0,150.0
7251,3.0,2.0,95.0
7252,2.0,0.0,58.0
7253,2.0,2.0,57.9
7254,3.0,2.0,57.0
7255,2.0,1.0,31.95
7256,8.0,,325.0
7257,2.0,1.0,55.0
7258,2.0,2.0,51.0
7259,2.0,2.0,55.0
7260,2.0,1.0,32.0
7261,1.0,1.0,16.45
7262,2.0,1.0,36.0
7263,2.0,2.0,43.2
7264,2.0,2.0,65.0
7265,2.0,2.0,42.0
7266,2.0,2.0,75.0
7267,2.0,1.0,50.0
7268,3.0,2.0,80.0
7269,2.0,2.0,41.1
7270,3.0,3.0,90.0
7271,2.0,2.0,65.5
7272,1.0,0.0,19.5
7273,2.0,1.0,63.5
7274,3.0,2.0,88.0
7275,2.0,2.0,102.0
7276,2.0,2.0,45.0
7277,4.0,,240.0
7278,2.0,2.0,49.0
7279,2.0,1.0,29.95
7280,3.0,3.0,85.0
7281,2.0,2.0,47.0
7282,2.0,1.0,66.0
7283,3.0,3.0,120.0
7284,3.0,1.0,115.0
7285,2.0,1.0,46.1
7286,2.0,0.0,50.125
7287,3.0,2.0,129.0
7288,3.0,1.0,135.0
7289,4.0,2.0,180.0
7290,2.0,3.0,38.0
7291,3.0,2.0,125.0
7292,2.0,2.0,47.0
7293,2.0,2.0,45.0
7294,3.0,2.0,60.0
7295,2.0,3.0,65.0
7296,2.0,2.0,88.0
7297,1.0,1.0,30.0
7298,8.0,2.0,225.0
7299,3.0,2.0,83.87
7300,2.0,3.0,45.0
7301,2.0,2.0,68.0
